province;product_types;currency;product_group_id;product_line;value;date
KUYAVIA-POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.19;2001-8
LOWER SILESIA;;PLN;2.0;barley groats sausage - per 1kg;3.72;2000-3
POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;15.06;1999-4
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2019-6
GREATER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.34;2009-2
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.2;2013-12
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2004-5
SUBCARPATHIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.58;2014-8
HOLY CROSS;;PLN;4.0;bread - per 1kg;;2010-1
POMERANIA;;PLN;4.0;bread - per 1kg;;2010-1
LUBLIN;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2004-9
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2019-6
KUYAVIA-POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.59;2016-7
SUBCARPATHIA;;PLN;2.0;Italian head cheese - per 1kg;7.08;2006-9
OPOLE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2016-3
HOLY CROSS;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2012-9
LUBLIN;;PLN;2.0;dressed chickens - per 1kg;7.47;2013-10
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.85;2008-10
OPOLE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2008-5
HOLY CROSS;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.67;2008-12
LESSER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.42;2000-1
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.76;2009-9
LUBLIN;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2013-4
LOWER SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.83;2000-10
WARMIA-MASURIA;;PLN;4.0;bread - per 1kg;;2016-4
ŁÓDŹ;;PLN;2.0;pork ham cooked - per 1kg;16.34;2000-3
WEST POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2002-6
OPOLE;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2003-9
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.05;2017-8
KUYAVIA-POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2019-7
LOWER SILESIA;;PLN;2.0;Italian head cheese - per 1kg;5.81;2003-12
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2007-12
SILESIA;;PLN;2.0;pork belly cooked - per 1kg;19.38;2014-8
PODLASKIE;;PLN;4.0;bread - per 1kg;;2018-4
MASOVIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2006-11
KUYAVIA-POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2010-5
SILESIA;;PLN;2.0;pork ham cooked - per 1kg;17.54;2010-2
SUBCARPATHIA;;PLN;2.0;barley groats sausage - per 1kg;3.25;2000-2
ŁÓDŹ;;PLN;4.0;bread - per 1kg;;2002-3
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;18.79;2010-6
ŁÓDŹ;;PLN;4.0;bread - per 1kg;;2019-5
LOWER SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2014-9
LUBLIN;;PLN;2.0;haddock fillets frozen - per 1kg;16.2;2013-9
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;1999-12
MASOVIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.32;2014-9
MASOVIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2003-10
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1.0;;4.24;2009-12
GREATER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;14.03;2012-11
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;1.73;2004-5
OPOLE;;PLN;4.0;bread - per 1kg;0.0;1999-10
OPOLE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2010-5
SUBCARPATHIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.1;2001-10
SILESIA;;PLN;2.0;Italian head cheese - per 1kg;6.58;2002-6
ŁÓDŹ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.15;2014-6
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2008-5
OPOLE;apple juice, boxed - per 1l;PLN;1.0;;0.0;2009-3
HOLY CROSS;;PLN;2.0;Italian head cheese - per 1kg;5.72;1999-6
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2016-5
SUBCARPATHIA;;PLN;2.0;pork belly cooked - per 1kg;13.78;1999-1
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.23;2014-7
WARMIA-MASURIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.93;2011-9
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2002-7
LUBUSZ;;PLN;2.0;pork ham cooked - per 1kg;16.56;2000-2
MASOVIA;30% tomato concentrate - per 1kg;PLN;1.0;;3000.0;2003-1
GREATER POLAND;;PLN;2.0;dressed chickens - per 1kg;6.66;2018-11
SUBCARPATHIA;;PLN;2.0;Italian head cheese - per 1kg;13.44;2018-8
HOLY CROSS;;PLN;2.0;Hunter's sausage dried - per 1kg;0.57;2012-11
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.61;2006-7
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;17.06;2001-1
WEST POMERANIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.34;2001-9
GREATER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;0.0;1999-6
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;19.32;2018-5
POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;9.11;2003-4
POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;10.34;2000-2
WARMIA-MASURIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2008-8
WARMIA-MASURIA;;PLN;2.0;pork ham cooked - per 1kg;20.11;2011-6
LESSER POLAND;apple juice, boxed - per 1l;PLN;1.0;;1.19;2003-9
HOLY CROSS;;PLN;2.0;Italian head cheese - per 1kg;5.54;1999-7
LOWER SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;1.09;1999-4
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.54;2000-7
WEST POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.7;2009-12
LUBUSZ;;PLN;4.0;bread - per 1kg;;2016-1
PODLASKIE;white table salt bagged - per 1kg;PLN;3.0;;0.0;2007-8
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;4.44;2018-10
LESSER POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2009-9
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.17;2018-2
SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;5.32;2017-7
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2007-1
SILESIA;;PLN;2.0;pork ham cooked - per 1kg;18.75;2017-9
ŁÓDŹ;;PLN;4.0;bread - per 1kg;;2000-6
WEST POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2005-11
SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;24.54;2013-12
HOLY CROSS;;PLN;2.0;Hunter's sausage dried - per 1kg;18.33;2002-7
HOLY CROSS;;PLN;2.0;pork ham cooked - per 1kg;16.75;2003-10
WEST POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;2.34;2012-12
WARMIA-MASURIA;;PLN;2.0;barley groats sausage - per 1kg;7.3;2014-11
LUBUSZ;;PLN;2.0;barley groats sausage - per 1kg;7.5;2012-7
ŁÓDŹ;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.97;2008-4
LESSER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.51;1999-1
PODLASKIE;;PLN;4.0;Masurian barley groats - per 1kg;1.29;2004-9
POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;14.46;2019-10
OPOLE;;PLN;2.0;boneless beef (sirloin) - per 1kg;13.11;2000-9
POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2004-11
HOLY CROSS;;PLN;2.0;Backpacker's canned pork meat - per 300 g;1.82;2002-11
MASOVIA;;PLN;2.0;pork ham cooked - per 1kg;17.12;2001-7
POLAND;;PLN;2.0;pork ham cooked - per 1kg;16.1;2001-8
LUBUSZ;;PLN;2.0;Italian head cheese - per 1kg;12.13;2018-1
ŁÓDŹ;;PLN;2.0;smoked bacon with ribs - per 1kg;9.01;1999-3
SUBCARPATHIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.32;2011-12
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.48;2012-4
LUBUSZ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;4.37;2019-5
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;24.37;2018-4
PODLASKIE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.15;2005-8
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;20.28;2018-3
LOWER SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;9.75;2002-6
POLAND;;PLN;2.0;pork belly cooked - per 1kg;13.22;2005-5
HOLY CROSS;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2015-8
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.24;2014-8
MASOVIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2011-2
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2010-8
POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.99;2008-2
OPOLE;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2012-9
LUBUSZ;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2013-1
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.78;2009-4
ŁÓDŹ;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2011-6
ŁÓDŹ;apple juice, boxed - per 1l;PLN;1.0;;0.0;2018-5
GREATER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2005-1
GREATER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.23;2017-1
LUBLIN;;PLN;2.0;smoked bacon with ribs - per 1kg;14.95;2018-1
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.27;2005-11
LUBUSZ;white table salt bagged - per 1kg;PLN;3.0;;0.0;2011-3
LESSER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2003-12
LUBLIN;apple juice, boxed - per 1l;PLN;1.0;;0.0;2017-12
PODLASKIE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;9.07;2004-9
LUBLIN;;PLN;2.0;beef with bone (rump steak) - per 1kg;24.63;2012-9
POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;13.16;2003-5
LESSER POLAND;;PLN;2.0;pork belly cooked - per 1kg;16.93;2014-7
WARMIA-MASURIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;17.24;2006-12
LUBLIN;;PLN;4.0;bread - per 1kg;0.0;1999-11
KUYAVIA-POMERANIA;;PLN;2.0;pork ham cooked - per 1kg;14.52;2004-4
LUBLIN;;PLN;4.0;Masurian barley groats - per 1kg;2.33;2012-4
LUBLIN;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2013-1
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2011-11
WARMIA-MASURIA;;PLN;2.0;pork belly cooked - per 1kg;14.5;2006-8
LUBLIN;;PLN;2.0;dressed chickens - per 1kg;7.58;2013-6
LESSER POLAND;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;3.55;2016-7
LOWER SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;8.87;2012-9
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-7
POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.3;2013-12
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2006-10
LUBUSZ;apple juice, boxed - per 1l;PLN;1.0;;0.0;2003-7
KUYAVIA-POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.48;2015-4
POLAND;;PLN;2.0;pork belly cooked - per 1kg;13.99;2009-7
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;5.88;2017-9
LESSER POLAND;apple juice, boxed - per 1l;PLN;1.0;;0.81;2002-8
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.95;2006-11
ŁÓDŹ;;PLN;4.0;bread - per 1kg;;2008-7
SILESIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.41;2008-10
POLAND;apple juice, boxed - per 1l;PLN;1.0;;2.41;2017-9
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.35;2018-6
SUBCARPATHIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2006-8
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.35;2013-5
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.26;2002-4
GREATER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;10.08;2005-12
MASOVIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.79;1999-8
SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2019-9
SUBCARPATHIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.28;2016-11
SUBCARPATHIA;30% tomato concentrate - per 1kg;PLN;1.0;;10.43;2014-8
WARMIA-MASURIA;;PLN;2.0;pork belly cooked - per 1kg;22.0;2018-10
POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.36;2017-3
SUBCARPATHIA;;PLN;2.0;dressed chickens - per 1kg;4.59;1999-4
OPOLE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;5.42;2002-10
LESSER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2000-12
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;1.81;2006-12
LUBUSZ;;PLN;2.0;dressed chickens - per 1kg;4.85;2006-4
PODLASKIE;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2015-12
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1.0;;6.4;2005-5
POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.8;2018-3
WEST POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2013-11
HOLY CROSS;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.17;2008-2
SILESIA;;PLN;2.0;dressed chickens - per 1kg;5.54;2014-12
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.59;2012-5
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.75;2019-10
HOLY CROSS;;PLN;2.0;smoked bacon with ribs - per 1kg;16.6;2016-1
LUBUSZ;;PLN;2.0;barley groats sausage - per 1kg;7.69;2012-6
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;16.71;2010-7
HOLY CROSS;;PLN;2.0;Italian head cheese - per 1kg;8.85;2019-6
ŁÓDŹ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.14;2015-10
HOLY CROSS;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2012-3
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2008-11
LUBUSZ;;PLN;4.0;bread - per 1kg;;2014-3
PODLASKIE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2010-11
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2010-3
ŁÓDŹ;;PLN;2.0;smoked bacon with ribs - per 1kg;12.91;2009-11
POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.54;2006-7
OPOLE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2014-4
LOWER SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.28;2009-8
POMERANIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.5;2019-3
MASOVIA;;PLN;2.0;smoked bacon with ribs - per 1kg;14.88;2012-2
SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2001-7
LOWER SILESIA;apple juice, boxed - per 1l;PLN;1.0;;1.77;2004-11
LESSER POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;13.1;2012-8
KUYAVIA-POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;21.4;2012-11
LUBUSZ;;PLN;2.0;smoked bacon with ribs - per 1kg;16.17;2012-5
KUYAVIA-POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;27.75;2018-11
KUYAVIA-POMERANIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.26;2004-7
GREATER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.77;2007-5
SILESIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.28;2013-2
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.85;2012-1
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.59;2002-3
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2014-3
ŁÓDŹ;;PLN;2.0;pork ham cooked - per 1kg;16.54;2001-9
PODLASKIE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.91;2003-7
OPOLE;beet sugar white, bagged - per 1kg;PLN;3.0;;2.12;2001-7
WEST POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2003-12
GREATER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.73;2008-11
WEST POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.97;2019-4
POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;11.86;2012-9
OPOLE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2002-8
POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.55;2003-2
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.22;1999-1
POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2018-8
SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;20.99;2010-7
POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;5.97;2001-7
SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;1999-5
ŁÓDŹ;;PLN;2.0;Hunter's sausage dried - per 1kg;17.53;2005-5
PODLASKIE;;PLN;4.0;bread - per 1kg;;2017-12
ŁÓDŹ;;PLN;2.0;salted herring, non-dressed - per 1kg;7.18;2019-9
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2008-11
POLAND;natural chocolate plain - per 1kg;PLN;3.0;;16.59;2006-7
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2007-12
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2014-11
SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;6.45;2019-12
WARMIA-MASURIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.11;2011-10
ŁÓDŹ;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2016-8
SILESIA;;PLN;2.0;pork ham cooked - per 1kg;18.44;2008-10
ŁÓDŹ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2008-1
WARMIA-MASURIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.16;2006-10
WARMIA-MASURIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.14;2019-6
KUYAVIA-POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2010-3
WEST POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;12.87;2019-8
LUBLIN;;PLN;4.0;Masurian barley groats - per 1kg;2.29;2008-8
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;14.23;2012-12
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.98;2003-11
POLAND;;PLN;2.0;pork belly cooked - per 1kg;19.69;2019-7
LOWER SILESIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;23.38;2010-5
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;4.44;2003-9
LOWER SILESIA;;PLN;2.0;smoked bacon with ribs - per 1kg;14.89;2013-9
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.76;2019-9
LESSER POLAND;;PLN;4.0;bread - per 1kg;;2015-3
MASOVIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2006-5
LOWER SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2017-7
POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2014-10
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;19.23;2011-3
PODLASKIE;;PLN;4.0;bread - per 1kg;;2019-7
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.94;2013-2
GREATER POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.6;2000-5
WARMIA-MASURIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2017-4
LOWER SILESIA;;PLN;2.0;Italian head cheese - per 1kg;6.15;2002-11
ŁÓDŹ;;PLN;2.0;boneless beef (sirloin) - per 1kg;22.44;2019-10
SILESIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2010-10
HOLY CROSS;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2002-3
KUYAVIA-POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2009-5
ŁÓDŹ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.78;2010-5
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.82;2003-1
POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;5.0;1999-12
MASOVIA;;PLN;4.0;bread - per 1kg;;2018-11
LESSER POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;13.01;2014-6
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2007-7
POLAND;;PLN;4.0;bread - per 1kg;;2011-9
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.75;2019-7
POMERANIA;;PLN;4.0;bread - per 1kg;;2006-8
SUBCARPATHIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.1;2007-11
POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2017-6
POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;8.7;2017-4
LUBUSZ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.84;2002-8
LESSER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.75;2006-8
OPOLE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2006-4
MASOVIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.94;2016-11
SILESIA;;PLN;4.0;bread - per 1kg;;2011-1
PODLASKIE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2013-8
LUBLIN;;PLN;2.0;Italian head cheese - per 1kg;5.83;1999-12
PODLASKIE;;PLN;2.0;barley groats sausage - per 1kg;5.75;2009-6
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.16;2008-11
WEST POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;7.19;1999-12
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;17.93;2010-6
MASOVIA;30% tomato concentrate - per 1kg;PLN;1.0;;8.82;2004-10
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;1.31;2004-11
SUBCARPATHIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2008-2
LUBLIN;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;7.68;2006-8
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;17.85;2018-4
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.08;2003-5
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;1.48;2013-4
PODLASKIE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2004-11
WARMIA-MASURIA;;PLN;4.0;bread - per 1kg;;2013-12
POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;9.59;2000-2
WEST POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.97;2019-3
LUBLIN;;PLN;2.0;pork belly cooked - per 1kg;15.43;2001-11
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.15;2002-5
WEST POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;9.96;1999-10
KUYAVIA-POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.9;2011-7
SILESIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;2002-12
SUBCARPATHIA;;PLN;2.0;smoked bacon with ribs - per 1kg;16.74;2015-10
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.34;2010-4
PODLASKIE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.87;2000-11
PODLASKIE;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2006-2
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.77;2006-7
LESSER POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2009-7
POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.36;2004-12
POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.62;2007-7
WARMIA-MASURIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.24;2005-8
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.0;2000-11
HOLY CROSS;apple juice, boxed - per 1l;PLN;1.0;;0.0;2000-5
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2005-7
KUYAVIA-POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;4.41;2001-6
SILESIA;;PLN;2.0;Italian head cheese - per 1kg;6.69;2002-9
HOLY CROSS;;PLN;2.0;pork ham cooked - per 1kg;20.85;2016-2
POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;12.41;2000-11
SUBCARPATHIA;;PLN;4.0;bread - per 1kg;;2009-3
OPOLE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.43;2007-4
POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.68;2012-4
MASOVIA;;PLN;2.0;barley groats sausage - per 1kg;3.9;1999-10
POLAND;;PLN;2.0;pork ham cooked - per 1kg;21.66;2013-7
POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;2.72;2005-5
HOLY CROSS;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.96;2002-5
ŁÓDŹ;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2009-1
