province;product_types;currency;product_group_id;product_line;value;date
WARMIA-MASURIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2007-5
MASOVIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;28.12;2013-11
SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2005-2
LUBLIN;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;3.32;2014-4
SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.32;2006-10
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.2;2007-2
WEST POMERANIA;;PLN;2.0;Hunter's sausage dried - per 1kg;24.59;2018-11
SUBCARPATHIA;;PLN;4.0;bread - per 1kg;;2019-3
OPOLE;;PLN;2.0;beef with bone (rump steak) - per 1kg;23.99;2018-5
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2014-10
POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;32.94;2016-3
SILESIA;apple juice, boxed - per 1l;PLN;1.0;;1.34;2010-12
MASOVIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.23;2002-3
WEST POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;1999-4
WEST POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2012-2
GREATER POLAND;;PLN;2.0;Italian head cheese - per 1kg;6.74;1999-12
MASOVIA;;PLN;2.0;pork belly cooked - per 1kg;15.22;2000-9
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.82;2016-6
WARMIA-MASURIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.17;2018-6
ŁÓDŹ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.77;2018-2
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.04;2001-9
HOLY CROSS;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2016-10
ŁÓDŹ;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.22;2008-10
LOWER SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2019-6
ŁÓDŹ;30% tomato concentrate - per 1kg;PLN;1.0;;6.34;1999-9
LUBLIN;;PLN;2.0;Hunter's sausage dried - per 1kg;24.77;2016-3
POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2016-7
OPOLE;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2002-10
PODLASKIE;;PLN;2.0;Backpacker's canned pork meat - per 300 g;1.66;2005-3
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.67;2018-12
PODLASKIE;;PLN;2.0;barley groats sausage - per 1kg;4.15;2000-1
SILESIA;;PLN;2.0;haddock fillets frozen - per 1kg;19.98;2018-4
SUBCARPATHIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2019-9
MASOVIA;apple juice, boxed - per 1l;PLN;1.0;;2.81;2012-2
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2002-5
POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;5.09;1999-10
WARMIA-MASURIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2017-1
ŁÓDŹ;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.24;2009-5
MASOVIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.27;2019-6
SUBCARPATHIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.54;2007-1
WEST POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2003-11
WEST POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.37;2018-2
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.58;2004-9
MASOVIA;natural chocolate plain - per 1kg;PLN;3.0;;22.8;2008-5
POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;1.48;2016-10
POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;5.77;2001-9
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2004-3
ŁÓDŹ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2015-2
LOWER SILESIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2015-5
LUBLIN;;PLN;2.0;beef with bone (rump steak) - per 1kg;29.59;2018-2
LUBLIN;;PLN;2.0;fresh non-dressed trout - per 1kg;;1999-10
WARMIA-MASURIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.73;2004-9
WARMIA-MASURIA;;PLN;4.0;bread - per 1kg;;2017-3
SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;16.78;2001-10
POLAND;;PLN;2.0;pork ham cooked - per 1kg;19.43;2014-6
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2008-11
LESSER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.44;2014-2
LUBUSZ;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2013-5
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.85;2000-7
SUBCARPATHIA;;PLN;4.0;bread - per 1kg;;2005-3
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;15.29;2001-6
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;15.28;2016-1
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;17.27;2002-6
SUBCARPATHIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;23.37;2016-1
POMERANIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2007-5
LUBUSZ;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2016-6
HOLY CROSS;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2006-1
POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;22.55;2015-3
SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;8.96;2011-12
SUBCARPATHIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2012-12
ŁÓDŹ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2018-11
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2004-4
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.82;2002-5
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2005-3
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.8799999999999994;2019-9
SILESIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.97;2011-6
WARMIA-MASURIA;;PLN;2.0;Hunter's sausage dried - per 1kg;18.75;2000-5
GREATER POLAND;;PLN;2.0;Italian head cheese - per 1kg;6.66;2000-12
WARMIA-MASURIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2009-2
LUBUSZ;white table salt bagged - per 1kg;PLN;3.0;;0.0;2017-3
LOWER SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2010-6
POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2013-2
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2007-5
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;15.92;2004-10
SUBCARPATHIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2017-5
WEST POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;3.48;1999-1
HOLY CROSS;;PLN;4.0;bread - per 1kg;;2002-9
POMERANIA;;PLN;2.0;dressed chickens - per 1kg;5.69;2007-9
ŁÓDŹ;30% tomato concentrate - per 1kg;PLN;1.0;;6.65;2016-6
ŁÓDŹ;;PLN;2.0;barley groats sausage - per 1kg;6.33;2015-5
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2018-1
SUBCARPATHIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2005-8
PODLASKIE;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.13;2000-3
POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.29;2009-12
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2014-7
GREATER POLAND;;PLN;2.0;pork ham cooked - per 1kg;16.58;2001-10
MASOVIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;6.23;2018-4
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.9;2016-6
LESSER POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;7.7;2009-11
LOWER SILESIA;;PLN;2.0;Hunter's sausage dried - per 1kg;23.14;2016-1
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;17.85;2019-8
HOLY CROSS;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2007-3
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2008-9
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2014-5
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2016-8
POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;1.79;2007-7
WEST POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;22.41;2008-9
GREATER POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2003-12
LUBUSZ;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2019-8
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.09;2015-3
OPOLE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.77;2005-10
ŁÓDŹ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2007-3
SILESIA;;PLN;2.0;pork ham cooked - per 1kg;15.25;2004-4
LUBLIN;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2015-2
PODLASKIE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.35;2010-12
MASOVIA;;PLN;2.0;smoked bacon with ribs - per 1kg;20.24;2019-1
PODLASKIE;;PLN;4.0;Masurian barley groats - per 1kg;1.18;2002-9
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.24;2004-10
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2005-11
MASOVIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.93;2009-7
WEST POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;1.27;2001-4
LUBLIN;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2008-7
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;4.19;2019-12
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2000-1
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;16.8;2003-12
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2007-11
POMERANIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2010-2
LUBLIN;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;1999-12
OPOLE;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.7;2014-9
KUYAVIA-POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.29;2018-2
WARMIA-MASURIA;;PLN;4.0;bread - per 1kg;;2004-5
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2010-10
WEST POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2013-3
WARMIA-MASURIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2003-11
SUBCARPATHIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2006-8
SILESIA;;PLN;2.0;pork ham cooked - per 1kg;17.58;2008-12
LESSER POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;;2002-9
WARMIA-MASURIA;;PLN;2.0;dressed chickens - per 1kg;4.48;2006-3
ŁÓDŹ;;PLN;2.0;smoked bacon with ribs - per 1kg;14.22;2013-3
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.27;1999-11
KUYAVIA-POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;14.23;2003-12
WEST POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2017-11
POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2006-6
LOWER SILESIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.87;2000-4
LUBUSZ;apple juice, boxed - per 1l;PLN;1.0;;0.0;2011-6
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.21;2010-6
HOLY CROSS;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2004-7
LUBUSZ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.15;2006-10
POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2014-5
GREATER POLAND;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.85;2002-6
POMERANIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;24.54;2016-11
SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;5.71;2002-6
LOWER SILESIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.2;2000-4
SILESIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;15.71;2017-2
WARMIA-MASURIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;1999-8
MASOVIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.79;2018-10
LOWER SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;7.19;2005-7
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2001-10
WARMIA-MASURIA;;PLN;2.0;haddock fillets frozen - per 1kg;10.72;2000-9
OPOLE;;PLN;4.0;bread - per 1kg;;2014-3
LOWER SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;9.84;2000-10
WEST POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;;1999-6
LUBUSZ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.64;2003-5
LESSER POLAND;;PLN;2.0;boneless beef (sirloin) - per 1kg;20.28;2019-11
POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.32;2010-10
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.8;2018-8
POMERANIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2008-10
HOLY CROSS;;PLN;2.0;smoked bacon with ribs - per 1kg;12.0;2009-10
ŁÓDŹ;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2013-1
SUBCARPATHIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2013-7
ŁÓDŹ;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2000-6
OPOLE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;11.83;2009-2
LUBLIN;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2018-10
WEST POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.36;2003-11
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.24;2004-1
LUBUSZ;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.17;2000-8
WARMIA-MASURIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.11;2018-10
SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.22;2004-3
KUYAVIA-POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;10.83;2007-6
GREATER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.48;2019-2
LUBUSZ;;PLN;2.0;Hunter's sausage dried - per 1kg;18.62;2008-1
POMERANIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.55;2001-6
LUBUSZ;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2009-11
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2007-6
MASOVIA;;PLN;2.0;barley groats sausage - per 1kg;5.35;2007-7
OPOLE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;1999-2
WEST POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;1.38;2000-7
OPOLE;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2019-10
OPOLE;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2007-9
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.63;2008-11
LESSER POLAND;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.14;2007-9
LUBLIN;;PLN;4.0;bread - per 1kg;;2002-5
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.17;2018-11
ŁÓDŹ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.14;2009-10
WARMIA-MASURIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.95;2016-7
SILESIA;;PLN;2.0;salted herring, non-dressed - per 1kg;8.68;2018-3
WEST POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.39;2015-9
PODLASKIE;;PLN;4.0;bread - per 1kg;;2018-3
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2007-6
LUBUSZ;;PLN;2.0;fresh non-dressed carp - per 1kg;;2019-7
GREATER POLAND;;PLN;2.0;pork belly cooked - per 1kg;13.48;1999-2
HOLY CROSS;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2008-4
POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;3.19;2009-6
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;20.36;2014-9
PODLASKIE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.79;2013-4
GREATER POLAND;;PLN;2.0;barley groats sausage - per 1kg;7.96;2013-11
POLAND;;PLN;2.0;fresh non-dressed trout - per 1kg;9.76;2007-4
LUBUSZ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.02;2008-10
PODLASKIE;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.98;2015-7
MASOVIA;;PLN;2.0;salted herring, non-dressed - per 1kg;5.35;2017-6
KUYAVIA-POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.32;2007-2
HOLY CROSS;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2016-6
KUYAVIA-POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.3;2000-5
KUYAVIA-POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;6.81;2013-10
SUBCARPATHIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;13.47;2005-6
WARMIA-MASURIA;;PLN;2.0;pork ham cooked - per 1kg;19.96;2012-4
POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;9.58;2007-8
SUBCARPATHIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.79;2019-7
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2016-1
SUBCARPATHIA;;PLN;4.0;bread - per 1kg;;2013-4
LUBLIN;;PLN;2.0;smoked bacon with ribs - per 1kg;8.09;2003-4
KUYAVIA-POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.32;2000-7
LOWER SILESIA;;PLN;2.0;Italian head cheese - per 1kg;7.99;2008-11
LUBUSZ;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;13.08;2016-8
HOLY CROSS;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.08;2019-11
SUBCARPATHIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2004-6
ŁÓDŹ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;11.56;2015-5
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;17.59;2015-9
WARMIA-MASURIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2004-11
GREATER POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;8.55;2005-8
HOLY CROSS;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.62;2011-4
POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;5.83;2007-10
OPOLE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2009-7
HOLY CROSS;;PLN;2.0;pork belly cooked - per 1kg;18.87;2013-12
KUYAVIA-POMERANIA;;PLN;2.0;dressed chickens - per 1kg;6.15;2014-5
SUBCARPATHIA;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2016-12
PODLASKIE;;PLN;2.0;smoked bacon with ribs - per 1kg;9.48;2000-5
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2005-3
WARMIA-MASURIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2018-9
LUBLIN;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2011-7
OPOLE;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;14.11;2014-3
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2018-4
POLAND;;PLN;2.0;haddock fillets frozen - per 1kg;15.07;2016-10
GREATER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;15.28;2019-2
OPOLE;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2009-8
LESSER POLAND;apple juice, boxed - per 1l;PLN;1.0;;1.08;2001-10
LESSER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.99;2004-6
LUBLIN;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.93;2010-5
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2010-5
WEST POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.02;2003-1
POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.61;2018-1
OPOLE;;PLN;2.0;pork ham cooked - per 1kg;17.43;2002-12
OPOLE;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.34;2019-5
SUBCARPATHIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2012-9
SUBCARPATHIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;13.93;2002-7
LUBLIN;apple juice, boxed - per 1l;PLN;1.0;;0.0;2010-7
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2000-8
POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;20.88;2009-8
LESSER POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.63;2005-7
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2013-10
SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2016-1
WARMIA-MASURIA;;PLN;4.0;bread - per 1kg;;2011-10
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.85;2006-12
SUBCARPATHIA;;PLN;2.0;pork ham cooked - per 1kg;16.62;2000-4
GREATER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;21.67;2009-8
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2017-7
GREATER POLAND;;PLN;2.0;pork belly cooked - per 1kg;15.06;2007-10
SUBCARPATHIA;;PLN;2.0;pork ham cooked - per 1kg;19.18;2013-7
LOWER SILESIA;;PLN;2.0;dressed chickens - per 1kg;6.2;2012-4
SILESIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.39;2007-8
POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;13.37;2016-12
PODLASKIE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.27;2013-12
WEST POMERANIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.0;2009-10
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;4.55;2012-9
SUBCARPATHIA;;PLN;2.0;Hunter's sausage dried - per 1kg;0.0;2004-6
GREATER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.0;2011-9
POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.18;2019-1
WEST POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;7.18;2000-3
LUBLIN;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2016-8
KUYAVIA-POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.11;2008-6
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3.0;;0.49;2019-5
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;15.47;2004-2
WEST POMERANIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;0.0;2016-2
LESSER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.22;2008-6
LOWER SILESIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2006-3
LESSER POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2012-4
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2016-7
POLAND;;PLN;2.0;pork belly cooked - per 1kg;16.8;2009-5
WEST POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.32;2002-12
POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2012-1
LESSER POLAND;;PLN;2.0;dressed chickens - per 1kg;5.86;2008-11
KUYAVIA-POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.0;2015-11
SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;8.96;2002-4
WARMIA-MASURIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.91;2006-1
HOLY CROSS;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.13;2003-9
SUBCARPATHIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;9.08;1999-12
MASOVIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.2;2012-11
SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;5.61;2013-12
MASOVIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2017-12
SUBCARPATHIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.26;2013-10
KUYAVIA-POMERANIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;21.23;2008-1
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2018-9
LESSER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2007-6
WARMIA-MASURIA;;PLN;2.0;Hunter's sausage dried - per 1kg;20.5;2003-10
KUYAVIA-POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.24;2004-5
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;5.03;2005-11
PODLASKIE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.17;2015-2
SILESIA;;PLN;2.0;haddock fillets frozen - per 1kg;20.9;2019-3
LUBLIN;white table salt bagged - per 1kg;PLN;3.0;;0.0;2009-7
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;15.4;2017-3
OPOLE;natural chocolate plain - per 1kg;PLN;3.0;;16.19;2006-6
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;14.0;2001-5
LUBLIN;;PLN;2.0;pork ham cooked - per 1kg;14.57;2006-6
LOWER SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;0.0;2009-1
POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;11.15;2012-4
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2003-9
SILESIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;1.51;2019-11
POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;7.28;2012-12
WARMIA-MASURIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2004-10
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2010-4
LOWER SILESIA;;PLN;2.0;pork ham cooked - per 1kg;21.17;2012-7
